.,.,#,.,#,.,.,.,.,#,.,.,#,#,.,.,.,.,.,.,#,.,#,.,.,.,.,.,#,#,.,
.,.,#,.,.,.,#,.,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,
.,.,.,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,
#,.,#,.,.,.,#,#,.,#,.,#,#,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,
.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,
.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,
#,.,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,
.,.,.,#,.,.,.,.,#,#,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,#,.,
.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,
#,#,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,
#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,
#,.,.,.,.,#,.,#,#,#,.,.,#,.,.,.,.,.,#,#,.,#,.,.,.,.,#,.,.,.,.,
#,.,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,
#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,
.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,
.,#,#,.,.,.,.,.,#,#,.,.,.,.,.,#,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,.,#,#,.,.,.,#,#,.,.,.,.,.,.,.,#,.,.,#,.,#,.,.,.,.,.,#,.,
.,#,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,#,.,
.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,#,#,.,#,.,.,#,.,.,.,.,.,.,.,.,
.,.,#,.,.,#,#,#,.,.,.,.,.,.,#,#,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,
.,#,.,.,#,.,.,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,
.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,
.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,#,#,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,
.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,
#,#,.,.,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,
.,.,.,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,.,#,#,.,#,.,.,#,.,.,.,.,.,.,#,#,#,.,.,.,.,.,.,.,#,.,.,.,
.,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,
.,.,.,.,.,.,.,#,.,.,.,.,.,#,#,.,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,
#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,#,#,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,#,.,.,
.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,#,.,.,#,#,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,
.,.,#,#,#,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,#,#,.,.,
.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,
.,.,.,.,.,#,.,.,.,#,.,#,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,
.,.,.,.,.,#,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,
.,.,.,.,#,.,.,.,.,.,.,#,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,
.,#,#,.,.,.,.,#,.,.,#,#,.,.,.,.,.,.,#,#,#,.,.,.,.,#,.,.,#,.,.,
.,.,.,#,#,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,#,.,#,.,.,
.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,
.,.,#,.,#,.,.,.,.,.,#,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,
.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,
.,.,#,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,
.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,
#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,
.,.,.,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,
.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,#,.,.,.,.,.,.,.,#,.,.,.,.,
.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,
#,#,.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,
#,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,#,#,.,.,
#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,
.,#,.,.,.,.,#,.,.,.,.,#,#,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,
.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,
.,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,
.,#,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,
.,#,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,
#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,.,
.,.,.,.,#,#,#,.,#,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,.,#,.,.,.,#,.,
.,.,.,#,#,.,.,.,.,.,.,.,#,#,#,#,.,.,.,#,#,.,#,.,.,.,.,.,.,.,.,
#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,
#,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,
#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,
#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,#,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,
.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,
#,#,#,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,#,
#,#,#,.,.,#,#,.,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,
.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,
.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,
.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,#,#,#,.,.,#,#,.,.,#,
.,.,.,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,.,.,
.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,#,#,#,.,.,.,.,.,.,
.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,
.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,#,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,#,.,.,
.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,.,#,#,.,#,#,
.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,.,.,#,.,.,
.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,#,.,.,.,#,#,#,.,.,.,
.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,#,.,#,.,.,.,.,.,#,.,
.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,#,#,.,#,.,#,.,.,.,.,.,
.,.,.,.,#,#,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,#,.,.,.,.,.,
.,.,#,.,.,#,.,#,.,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,#,#,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,
#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,.,
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,#,.,#,.,.,#,
.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,.,.,.,
.,.,.,.,.,#,#,.,#,.,.,#,#,.,#,#,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,#,.,#,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,#,.,.,#,.,
#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,#,.,
#,.,.,.,.,.,.,#,.,.,#,.,#,#,#,#,.,#,.,#,#,.,#,.,.,.,.,#,#,.,.,
#,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,
.,.,.,.,.,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,#,
.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,.,#,#,.,.,.,
.,.,#,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,#,#,.,.,.,
.,#,#,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,.,.,.,
.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,#,#,#,#,#,.,#,.,.,#,.,.,.,
#,#,#,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,.,#,#,.,#,.,.,.,.,
.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,
.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,
.,.,#,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,
.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,
.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,#,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,.,.,.,.,
.,#,.,#,.,.,.,.,.,#,#,.,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,#,.,
.,.,.,.,.,#,#,#,.,.,#,#,#,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,#,.,.,.,.,.,.,.,
#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,
.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,
.,.,.,.,#,.,#,.,.,.,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,
.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,
#,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,#,#,.,.,.,#,#,.,.,.,#,#,#,.,
.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,
.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,
.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,#,.,
.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,#,.,.,.,#,.,.,#,.,
.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,#,#,.,.,.,#,#,
.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,
#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,
.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,#,.,.,.,#,.,.,#,.,
.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,
.,.,.,#,#,.,#,#,.,.,.,.,#,.,.,#,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,
.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,#,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,
.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,#,#,.,.,.,
#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,#,#,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,#,#,.,.,
.,.,.,.,#,#,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,#,
.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,
.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,
.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,#,#,.,#,#,.,.,.,.,.,.,.,
#,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,#,.,.,#,#,.,.,.,.,#,.,#,.,.,.,.,.,.,#,#,#,.,.,#,#,.,
#,.,#,.,.,.,#,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,
#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,.,#,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,
.,.,.,#,.,.,#,#,.,.,.,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.,.,#,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,#,
.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,
.,.,#,.,#,.,#,#,#,#,.,#,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,#,.,.,#,
#,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,
.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,#,.,
.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,
.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,
.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,#,.,.,.,#,.,#,.,.,.,.,.,.,.,#,
.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,#,.,
.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,#,.,.,
.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,
.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,
.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,#,.,#,.,
.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,
.,#,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,
#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,
#,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,#,.,
.,#,.,#,#,.,.,.,.,.,.,.,.,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,#,
.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,#,#,.,.,#,.,.,.,.,.,.,#,#,#,
.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,
.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,
.,.,#,.,.,.,.,.,#,#,.,.,.,.,#,.,#,.,.,#,#,.,.,.,.,.,.,.,.,.,.,
#,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,
.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,#,#,.,.,.,
.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,
.,.,.,#,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,
#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,#,.,
.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
.,.,.,#,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,#,.,.,
#,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,#,.,#,#,.,.,.,#,#,#,#,
.,.,.,.,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,#,#,.,.,#,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,
.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,#,#,.,.,.,.,.,.,#,.,
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,.,.,#,
.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,#,#,.,
.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,.,#,#,.,
#,.,.,.,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,.,.,
.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,
#,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,
.,.,.,.,.,.,.,.,#,.,#,.,.,#,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,
#,.,.,#,.,.,.,#,#,.,.,.,.,#,#,.,.,.,.,#,#,.,.,.,.,.,.,.,.,.,#,
